"","lake","sample","genus","size","size_category"
"733","Lillooet","ZP32","calanoid",0.8,"large"
"734","Lillooet","ZP32","calanoid",0.4,"small"
"735","Lillooet","ZP32","calanoid",0.7,"large"
"736","Lillooet","ZP32","cyclopoida",0.6,"small"
"737","Lillooet","ZP32","cyclopoida",0.6,"small"
"738","Lillooet","ZP32","calanoid",1,"large"
"739","Lillooet","ZP32","calanoid",0.6,"small"
"740","Lillooet","ZP32","calanoid",1,"large"
"741","Lillooet","ZP32","calanoid",0.4,"small"
"742","Lillooet","ZP32","cyclopoida",0.6,"small"
"743","Lillooet","ZP32","calanoid",1,"large"
"744","Lillooet","ZP32","cyclopoida",0.6,"small"
"745","Lillooet","ZP32","cyclopoida",0.7,"large"
"746","Lillooet","ZP32","cyclopoida",0.9,"large"
"747","Lillooet","ZP32","cyclopoida",0.7,"large"
"748","Lillooet","ZP32","cyclopoida",0.7,"large"
"749","Lillooet","ZP32","calanoid",1,"large"
"750","Lillooet","ZP32","calanoid",0.5,"small"
"751","Lillooet","ZP32","calanoid",0.8,"large"
"752","One Mile","ZP23","bosmina",0.2,"small"
"753","One Mile","ZP23","cyclopoida",1,"large"
"754","One Mile","ZP23","rotifer",0.2,"small"
"755","One Mile","ZP23","cyclopoida",0.8,"large"
"756","One Mile","ZP23","calanoid",0.8,"large"
"757","One Mile","ZP23","daphnia",0.8,"large"
"758","One Mile","ZP23","calanoid",1.2,"large"
"759","One Mile","ZP23","bosmina",0.3,"small"
"760","One Mile","ZP23","calanoid",1.2,"large"
"761","One Mile","ZP23","daphnia",0.5,"small"
"762","One Mile","ZP23","calanoid",2.2,"large"
"763","One Mile","ZP23","cyclopoida",1,"large"
"764","One Mile","ZP23","sididae",0.8,"large"
"765","One Mile","ZP23","sididae",0.6,"small"
"766","One Mile","ZP23","cyclopoida",0.4,"small"
"767","One Mile","ZP23","cyclopoida",0.4,"small"
"768","One Mile","ZP23","rotifer",0.2,"small"
"769","One Mile","ZP23","daphnia",0.7,"large"
"770","One Mile","ZP23","cyclopoida",0.4,"small"
"771","One Mile","ZP23","daphnia",0.7,"large"
"772","One Mile","ZP23","bosmina",0.2,"small"
"773","One Mile","ZP23","cyclopoida",0.5,"small"
"774","One Mile","ZP23","cyclopoida",0.9,"large"
"775","One Mile","ZP23","cyclopoida",0.6,"small"
"776","One Mile","ZP23","cyclopoida",0.9,"large"
"777","One Mile","ZP23","daphnia",0.4,"small"
"778","One Mile","ZP23","daphnia",0.5,"small"
"779","One Mile","ZP23","daphnia",0.7,"large"
"780","One Mile","ZP23","bosmina",0.3,"small"
"781","One Mile","ZP23","cyclopoida",0.4,"small"
"782","One Mile","ZP23","daphnia",0.3,"small"
"783","One Mile","ZP23","daphnia",0.4,"small"
"784","One Mile","ZP23","bosmina",0.3,"small"
"785","One Mile","ZP23","calanoid",1.6,"large"
"786","One Mile","ZP23","cyclopoida",0.4,"small"
"787","One Mile","ZP23","cyclopoida",0.4,"small"
"788","One Mile","ZP23","cyclopoida",0.9,"large"
"789","One Mile","ZP23","sididae",0.9,"large"
"790","One Mile","ZP23","calanoid",0.9,"large"
"791","One Mile","ZP23","calanoid",1.2,"large"
"792","One Mile","ZP23","cyclopoida",0.5,"small"
"793","One Mile","ZP23","sididae",0.6,"small"
"794","One Mile","ZP23","cyclopoida",0.8,"large"
"795","One Mile","ZP23","cyclopoida",0.4,"small"
"796","One Mile","ZP23","daphnia",0.8,"large"
"797","One Mile","ZP23","calanoid",0.8,"large"
"798","One Mile","ZP23","calanoid",0.7,"large"
"799","One Mile","ZP23","cyclopoida",0.5,"small"
"800","One Mile","ZP23","calanoid",1.1,"large"
"801","One Mile","ZP23","cyclopoida",0.6,"small"
"802","One Mile","ZP23","sididae",1,"large"
"803","One Mile","ZP23","rotifer",0.2,"small"
"804","One Mile","ZP23","cyclopoida",0.5,"small"
"805","One Mile","ZP23","cyclopoida",0.4,"small"
"806","One Mile","ZP23","calanoid",1,"large"
"807","One Mile","ZP23","cyclopoida",0.5,"small"
"808","One Mile","ZP23","bosmina",0.3,"small"
"809","One Mile","ZP23","cyclopoida",0.5,"small"
"810","One Mile","ZP23","calanoid",0.8,"large"
"811","One Mile","ZP23","cyclopoida",0.5,"small"
"812","One Mile","ZP23","cyclopoida",0.4,"small"
"813","One Mile","ZP23","calanoid",0.8,"large"
"814","One Mile","ZP23","daphnia",0.5,"small"
"815","One Mile","ZP23","daphnia",0.5,"small"
"816","One Mile","ZP23","calanoid",0.9,"large"
"817","One Mile","ZP23","bosmina",0.3,"small"
"818","One Mile","ZP23","daphnia",0.4,"small"
"819","One Mile","ZP23","calanoid",0.6,"small"
"820","One Mile","ZP23","sididae",1.1,"large"
"821","One Mile","ZP23","calanoid",1.2,"large"
"822","One Mile","ZP23","calanoid",0.7,"large"
"823","One Mile","ZP23","bosmina",0.3,"small"
"824","One Mile","ZP23","calanoid",0.5,"small"
"825","One Mile","ZP23","sididae",0.9,"large"
"826","One Mile","ZP23","calanoid",0.7,"large"
"827","One Mile","ZP23","calanoid",0.9,"large"
"828","One Mile","ZP23","calanoid",1.2,"large"
"829","One Mile","ZP23","daphnia",0.5,"small"
"830","One Mile","ZP23","cyclopoida",0.6,"small"
"831","One Mile","ZP23","daphnia",1,"large"
"832","One Mile","ZP23","cyclopoida",0.8,"large"
"833","One Mile","ZP23","daphnia",0.8,"large"
"834","One Mile","ZP23","sididae",0.5,"small"
"835","One Mile","ZP23","sididae",0.4,"small"
"836","One Mile","ZP23","sididae",2.2,"large"
"837","One Mile","ZP23","cyclopoida",0.5,"small"
"838","One Mile","ZP23","cyclopoida",0.9,"large"
"839","One Mile","ZP23","calanoid",0.9,"large"
"840","One Mile","ZP23","cyclopoida",0.4,"small"
"841","One Mile","ZP23","cyclopoida",0.4,"small"
"842","One Mile","ZP23","cyclopoida",0.9,"large"
"843","One Mile","ZP23","calanoid",1.2,"large"
"844","One Mile","ZP23","calanoid",0.6,"small"
"845","One Mile","ZP23","sididae",0.9,"large"
"846","One Mile","ZP23","calanoid",1.1,"large"
"847","One Mile","ZP23","cyclopoida",0.8,"large"
"848","One Mile","ZP23","calanoid",0.7,"large"
"849","One Mile","ZP23","sididae",1.3,"large"
"850","One Mile","ZP23","cyclopoida",1,"large"
"851","One Mile","ZP23","cyclopoida",0.5,"small"
"852","One Mile","ZP23","calanoid",1.2,"large"
"853","One Mile","ZP23","sididae",0.9,"large"
"854","One Mile","ZP23","cyclopoida",1.1,"large"
"855","One Mile","ZP23","cyclopoida",0.5,"small"
"856","One Mile","ZP23","calanoid",0.9,"large"
"857","One Mile","ZP23","calanoid",0.7,"large"
"858","One Mile","ZP23","cyclopoida",1,"large"
"859","One Mile","ZP23","cyclopoida",0.6,"small"
"860","One Mile","ZP23","cyclopoida",0.6,"small"
"861","One Mile","ZP23","cyclopoida",0.5,"small"
"862","One Mile","ZP23","calanoid",0.6,"small"
"863","One Mile","ZP23","calanoid",1.2,"large"
"864","One Mile","ZP23","sididae",0.8,"large"
